    AT   ;    BALT;    BE ;    CH  ;    CZ ;    DE  ;    DK ;    ES   ;    FR  ;    HU  ;    IT  ;    LU  ;    NE  ;    NO  ;    PL   ;    SE  ;    SI  ;    UK   
10262.16531;3931.642135;13184.22962;8755.496229;10089.29812;83938.9193;5259.079512;35456.75477;68597.83115;5816.205785;43920.06307;1202.401137;17311.78854;18336.59583;21207.73312;19150.59384;2002.184207;51563.71062
10134.86655;3931.642135;13077.82135;8705.36133;10049.60981;83886.50346;5254.941673;35456.37417;67591.87582;5758.279212;43244.49843;1191.415283;17257.43382;18286.91591;21298.76834;19164.77703;1995.070814;51279.39871
10134.86655;3931.642135;13085.64437;8665.885409;10049.60981;83518.9735;5254.941673;35415.76928;67537.63413;5745.012789;43244.49843;1191.415283;17109.13494;18286.91591;21298.76834;19164.77703;1988.196611;50851.96644
10058.48484;3937.329793;13066.26128;8626.815423;9999.042737;83349.44893;5260.533241;35464.10917;67326.1321;5652.470072;43244.49843;1190.34296;17076.33477;18286.91591;21277.51418;19164.77703;1986.263717;50851.96644
10125.34591;3981.367769;13112.19005;8615.555661;10062.48459;83349.44893;5277.236259;35425.66485;67472.72182;5688.69803;43244.49843;1190.34296;17035.63813;18535.17686;21203.19224;19237.34911;1986.816895;51120.73598
10188.21173;3986.608696;13266.06851;8614.315301;10074.74423;83332.25941;5284.407374;35635.15564;67771.89779;5776.282345;43428.46227;1188.950107;17232.14048;18987.89949;21112.15702;19342.84393;2021.282293;51252.47353
10341.06855;3969.183366;13266.06851;8813.23476;10140.10633;83970.91136;5294.323069;36028.25267;67826.13949;5963.944502;44291.12682;1188.950107;17483.00566;19042.73935;21084.36647;19372.42886;2060.96861;52042.15363
10435.87375;3920.065057;13267.85791;8922.522651;10191.55527;84312.81998;5283.408149;36098.39817;68173.28773;6022.604599;44363.01701;1187.624064;17724.95486;19124.68167;21137.87186;19416.89947;2088.723362;52036.23087
10144.73818;3851.366841;12951.71972;8762.837356;9957.717639;82556.67781;5120.397796;36428.13127;66920.87275;5971.356666;44103.41034;1162.788628;17520.83204;18947.54322;21082.45802;19269.77343;2079.216406;52036.23087
9750.457994;3718.672897;12340.69307;8042.124168;9190.548359;77091.19908;4714.452682;36009.02282;65013.95392;5707.400767;42052.71014;1060.490681;16613.25874;18231.93555;21026.98233;19155.90567;2033.76266;50956.67166
9362.103453;3517.716462;11613.53859;7638.487581;8678.838396;73039.38362;4452.450702;35006.31036;61674.52116;5451.617207;39419.70249;1010.710575;15996.84302;17557.49244;20431.96916;18801.64975;1952.651527;47062.20432
8869.02077;2963.486333;11036.91802;7306.220855;8220.294377;69722.88879;4221.280372;33328.30034;58727.1022;5014.780777;35621.62751;959.1253669;15013.19975;16974.06169;19543.06814;18099.26016;1808.89166;44820.50334
7926.846705;2854.09756;9510.451726;6689.776836;7263.83052;60317.98639;3812.904491;29184.36588;51446.64158;4653.893435;30679.32657;880.2527227;12286.75891;16096.28998;17294.50278;16705.8915;1602.819135;42242.2864
7807.636446;2832.554853;9130.473929;6708.153559;7086.850699;58541.36751;3724.501048;27576.19574;49828.53248;4451.801576;29354.17081;866.790827;11798.46097;15885.63199;16381.81827;16370.75679;1558.169112;37470.86593
7614.022594;2840.920854;8735.344796;6579.174164;7079.388717;57818.51132;3696.529065;26113.87566;47379.14072;4319.445961;27759.24609;848.6916553;11322.61326;15871.46588;16158.83869;16288.83946;1502.857543;35066.41572
7527.941662;2858.060252;8579.969766;6492.593881;7050.874429;57158.78794;3690.622953;25628.97552;46487.90671;4256.541906;26938.15781;847.1891078;11170.97657;15874.98186;15987.1582;16349.81265;1479.880125;33165.93337
7527.941662;2976.542593;8579.969766;6521.186208;7050.874429;57158.78794;3690.622953;25571.13028;46487.90671;4265.589809;26912.1488;846.0773684;11155.38902;15879.24775;16013.98077;16354.4004;1477.138299;32159.16905
7728.88714;3076.063356;8738.127338;6513.974529;7087.483562;57156.88976;3697.150838;25839.18522;46639.34544;4280.368708;27305.13846;851.7186544;11161.31542;15856.84361;16545.24293;16386.04767;1480.624572;32159.16905
8034.124085;3292.28973;8653.790008;6546.56713;7279.879465;57907.28585;3800.208618;26378.50714;47660.5265;4470.382563;27788.76156;842.2953967;11571.04327;15366.61472;17502.13914;16141.08942;1551.737869;32985.14553
8466.73932;3509.701813;9047.355908;6916.158768;7814.064938;62380.03286;4120.37027;26284.64918;48368.96418;4737.941572;28421.88495;878.9530348;12185.30711;15717.2169;18263.81996;16835.02561;1641.789445;34415.37251
8587.559273;3552.05966;9642.751465;7302.073092;8345.397112;67677.30272;4418.36925;28216.24178;52576.66639;5008.689985;31794.67802;945.5041889;13400.69133;16456.86901;19006.22152;17496.82986;1701.607593;35867.6905
8803.005342;3610.088117;10141.21972;7521.881115;8600.078884;70615.26954;4533.217309;29312.57384;55979.58054;5039.150605;34816.55451;980.8241101;13779.83744;16637.47053;19329.67892;17613.47225;1763.722317;37243.56788
8710.739119;3592.207089;10186.0999;7741.601637;8768.728628;71902.24358;4636.630596;30278.49893;57243.78917;5090.036622;36474.50237;985.4966986;13996.34231;17063.06334;19522.67084;17830.36043;1761.50127;39033.53184
8596.006448;3596.792595;10174.642;7682.234851;8520.97489;72124.64019;4648.848558;30508.93804;56854.36781;5019.312452;36493.45189;988.1512106;14028.61;16979.62486;19632.1972;17828.72194;1758.355967;40849.73908
8528.920627;3599.738732;10117.10206;7623.375035;8501.181913;71179.81102;4648.848558;30102.28362;56068.45099;4987.458076;36601.48678;990.8184375;14017.478;16888.16184;19528.12585;17765.24099;1758.355967;41037.62838
8459.341499;3603.876692;10100.54014;7571.582113;8403.97389;69912.00616;4639.801882;30056.83475;55975.45224;4958.227971;35992.36302;990.0747349;13868.47292;16785.3298;19585.13656;17740.95219;1747.281048;40813.1261
8450.368364;3615.222253;10048.75906;7529.226301;8330.266459;69437.42048;4644.752659;30004.67349;54473.32394;4945.911919;35861.77455;990.2830271;13793.73417;16803.85303;19552.85554;17743.19308;1750.078504;40256.60837
8435.176072;3645.288091;10048.28554;7479.49373;8284.01231;69378.46285;4644.069927;29973.96225;54095.2799;4947.630642;35861.77455;986.389974;13781.98527;16803.85303;19494.79782;17776.86147;1750.078504;39884.22464
8493.684895;3717.497377;10113.84787;7480.571716;8277.329351;69444.32887;4726.382433;29973.96225;53792.10507;4991.424616;35861.77455;988.0687953;13864.30553;17168.59578;19608.8032;17936.14566;1763.987967;39967.23581
8672.755054;3731.037052;10349.23003;7583.184666;8465.154956;70623.04964;4807.432374;30873.10571;54251.22127;5079.163389;37167.22005;1001.934098;14173.18468;17432.85656;19937.97794;18248.49759;1805.095879;40289.40273
8835.772911;3732.637291;10384.95698;7692.364307;8644.821248;71364.71654;4821.338632;32395.46044;54839.72477;5211.879102;37871.56384;1005.248164;14294.72424;17490.61576;20207.26211;18275.18624;1817.270174;41214.8387
8896.237279;3721.029236;10377.04611;7757.786756;8746.166997;71372.52922;4798.994305;32634.87629;56436.88798;5262.028869;37874.32287;1001.847059;14458.01568;17587.93207;20484.30152;18205.56735;1811.641925;42167.91583
8766.515516;3690.816254;10279.7699;7664.98618;8631.217144;70835.78427;4644.972108;33047.11858;55644.26793;5305.616294;37568.34487;989.9446968;14533.33725;17457.74396;20486.28558;18157.66279;1807.071277;42476.64939
8655.11461;3494.98988;10286.56924;7558.297182;8510.066607;69123.57722;4432.76805;32937.47538;55486.17144;5274.692603;36806.82206;969.856635;14397.36685;17178.97587;20368.52745;18111.98343;1794.553198;42315.08373
8515.103015;3399.274271;10226.57137;7155.551398;8054.989558;66015.58075;4164.855569;32315.48472;55360.97542;5029.267114;35296.05459;927.1617592;13932.42223;16726.25871;19567.52748;17883.45319;1748.774004;41995.39112
8121.889629;2965.822903;9913.235031;6900.639384;7623.342236;63223.342;3980.902682;31422.84219;53751.28036;4783.059947;32589.40907;893.8746521;13316.80281;16523.20561;19073.38963;17681.03273;1674.031191;40982.95976
7801.213576;2854.328058;9475.181473;6753.391967;7204.480133;59322.941;3719.657802;29184.36588;51446.64158;4643.270363;30672.01645;879.2071004;12185.32009;16096.28998;17268.33316;16648.70154;1591.132907;38772.3143
7723.599831;2834.797675;9108.3139;6743.20117;7047.980777;58013.0666;3616.992837;27576.19574;49828.53248;4459.521444;29222.39135;866.2305648;11727.01133;15885.63199;16426.23274;16370.75679;1549.312219;37434.64261
7477.900025;2859.647856;8720.120563;6636.029558;6947.534127;56504.5147;3573.855689;26113.87566;47379.14072;4299.471521;27662.61107;849.3275707;11308.52091;15871.46588;16007.70327;16288.83946;1490.536983;35417.7118
7473.432187;2872.062757;8579.969766;6591.312552;6902.860168;55698.42374;3561.980312;25628.97552;46487.90671;4217.867455;27034.79283;844.9949886;11136.97748;15874.98186;15791.97374;16292.62269;1469.495272;33897.69853
7503.675147;3009.100908;8579.969766;6591.312552;6901.668259;55698.42374;3570.72878;25571.13028;46487.90671;4217.867455;26912.1488;846.8906558;11155.38902;15879.24775;15796.06442;16297.21044;1472.642033;33088.85957
7757.03447;3111.301645;8738.127338;6555.988002;6980.214684;55696.52556;3585.514298;25839.18522;46639.34544;4241.694258;27305.13846;851.8960264;11161.31542;15856.84361;16077.83029;16328.85771;1476.128306;33222.04859
8062.271415;3327.57102;8653.790008;6546.56713;7155.260482;56454.4329;3726.11839;26378.50714;47660.5265;4374.544137;27880.00715;842.4727687;11571.04327;15366.61472;16957.16843;16053.4688;1544.988365;34188.55665
8466.73932;3515.257001;9047.355908;6916.158768;7730.918196;60569.7274;4039.245229;26400.68567;48157.77003;4593.516735;28494.9728;881.4313885;12265.25794;15717.2169;17930.16734;16742.11475;1635.079008;36037.03221
8587.559273;3553.911389;9642.751465;7302.073092;8209.327533;65946.18313;4347.286697;28644.87288;52365.47223;4803.238514;31794.67802;947.4432599;13393.13498;16456.86901;18751.86245;17392.91859;1694.890072;38014.01849
8742.588182;3597.665675;10187.20643;7521.881115;8439.630775;68626.45779;4496.394204;30227.56405;55456.74854;4933.056778;34756.6231;980.3061537;13844.76082;16627.24371;19273.90081;17520.34554;1745.37076;39038.38792
8574.267108;3599.501101;10356.43062;7615.657741;8495.440867;69677.16954;4621.005319;31340.88082;55355.63662;4984.004881;36481.81248;982.8151386;14150.49048;17039.87464;19493.33842;17719.68525;1761.50127;39865.96442
8588.808236;3600.092529;10300.34551;7580.114888;8410.306462;69087.25926;4636.273138;31281.6362;55757.91869;4952.084482;36601.48678;990.8184375;14182.94811;17049.18369;19351.75098;17680.83062;1758.355967;41199.28658
8465.944479;3608.258398;10117.10206;7533.846304;8325.351187;68691.94092;4624.900787;30987.92351;54431.06132;4939.093964;36409.64727;990.8184375;14182.94811;16960.14372;19169.58776;17492.23622;1753.240892;41535.74411
8375.579922;3607.176626;10100.54014;7519.651624;8275.426823;68239.14765;4609.937271;30949.10052;53999.9616;4918.324519;35983.2165;987.5952253;14122.06875;16929.94494;19098.04372;17505.12432;1747.281048;41683.93972
8357.423781;3617.181996;9916.417572;7558.241704;8247.01588;67954.96651;4614.888047;30830.49018;53553.04138;4913.028429;35861.77455;975.3849323;13953.80144;16948.46817;19053.58916;17525.04514;1745.45931;41252.31866
8332.149476;3644.951005;9873.960435;7571.504534;8203.823688;67574.3448;4614.888047;30864.13665;53366.92492;4908.189656;35861.77455;971.4917635;13895.09587;16895.40546;18885.44377;17579.66454;1745.45931;41069.6483
8400.740312;3717.497377;9828.897078;7604.195011;8223.016773;67409.19909;4685.483911;31353.1657;53436.89614;4933.755776;35861.77455;973.1705849;13963.56486;17295.34272;18978.2832;17719.2928;1758.873517;41014.31239
8528.645076;3730.699966;9925.424387;7780.24133;8324.149435;68068.33998;4766.533852;32162.25142;54168.31587;4957.748848;37167.22005;984.324737;14234.09976;17559.60349;19337.92903;17945.90788;1793.28891;41312.88081
8700.76589;3716.575792;10035.75164;7890.317639;8499.399463;68894.0767;4769.046303;33048.84857;54874.61942;5063.427456;37842.28789;994.5727833;14458.01568;17490.61576;19963.28268;18023.59556;1800.682537;42204.91846
8823.358201;3717.551181;10181.72048;7899.626203;8607.61616;70061.19657;4770.649746;33617.57463;56436.88798;5082.096878;37874.32287;1001.847059;14686.98539;17461.92592;20214.24068;18028.79947;1811.641925;42476.64939
8688.932046;3695.038996;10253.80614;7840.440735;8542.074931;70007.8846;4624.294132;34315.51974;56112.57485;5120.251018;37568.34487;995.7532985;14737.17109;17282.6527;20216.27743;17789.82806;1804.644377;42857.19153
8668.158419;3494.563937;10286.56924;7588.171364;8366.38003;69015.28322;4412.090074;33792.12338;56634.62667;5111.98237;36788.69094;972.0173488;14610.96249;17003.88461;20378.03993;17761.9032;1794.553198;42610.53491
8382.869985;3398.848532;10226.57137;7143.826614;7978.941615;65897.73474;4137.480976;32910.82193;56345.33413;4938.987054;35296.05459;936.0159121;14163.38716;16595.56154;19717.55517;17560.76998;1748.774004;41995.39112
7993.589754;2970.81927;9833.763101;6900.639384;7640.812909;63004.26109;3942.624629;31422.21939;54417.249;4758.8682;32589.40907;897.8388505;13473.42837;16427.56975;19236.61841;17338.65828;1669.135616;41058.65515
7725.413238;2887.870525;9666.971921;6975.731227;7423.563582;61824.69714;3817.396862;29786.17327;53080.53618;4689.844581;32088.49985;901.1988629;12471.02207;16243.60004;17463.08232;16761.86682;1607.990361;38802.82917
7635.402742;2869.454317;9325.218258;7011.574924;7274.803762;60293.92921;3715.773306;28111.50791;51542.73306;4495.515898;30608.46547;894.9581299;12019.84268;16020.9253;16635.32736;16461.19227;1566.190092;37884.52146
7424.373711;2881.022836;9120.360577;6913.126877;7198.865562;59183.03782;3664.116892;26997.60487;49907.97431;4396.20762;29393.34957;886.6839471;11696.35248;15962.81578;16237.91687;16222.99007;1522.300559;35507.27162
7468.245451;2901.564068;9088.92956;6898.403579;7190.698375;58977.35415;3673.034336;26652.42485;49819.42572;4353.165644;29256.11635;887.8540593;11658.98554;15916.50404;16166.37513;16202.42759;1519.408093;34203.5389
7470.053214;3236.49472;9088.92956;6898.403579;7205.319686;59120.64229;3680.278845;26652.42485;49819.42572;4353.165644;29257.87069;893.7666337;11661.10576;15920.76993;16166.37513;16179.95485;1517.045157;33913.36997
8207.489757;3815.824891;9559.22597;7237.868902;7545.861738;62317.11594;3887.387046;27320.43144;51797.2499;4520.214934;30094.87665;938.4505152;12119.88695;16165.31602;16966.77255;16573.94351;1580.047883;33913.36997
9211.864629;3967.360169;10329.73728;8085.934584;8534.023885;72035.84122;4594.067186;29457.878;56800.28005;5062.161204;32861.98366;1026.022365;13748.14608;17216.8361;19102.32227;18077.76168;1827.494491;35674.65775
9912.023689;3993.281117;11949.32031;8758.351312;9354.365506;79023.5298;5029.105913;32105.82861;64469.46582;5494.430525;37608.66584;1118.59369;15652.89735;17945.69212;20050.76676;18904.61326;1999.300804;40927.58001
10190.41204;3926.050263;12930.67931;9024.510911;9822.929535;83094.53887;5173.538663;34722.68738;68629.47214;5581.13231;41866.5373;1187.33012;16819.67387;18501.28876;20411.56499;19140.88067;2050.805341;45140.76582
10138.68015;3930.819597;12929.90922;9021.639591;9936.840035;83815.26062;5173.140728;36374.33613;68751.43899;5565.880345;43608.46498;1185.998877;16992.56314;18327.64804;20997.68656;18887.14918;2030.414005;49770.15697
9930.741709;3918.25205;12850.2834;9034.677352;9919.855082;82990.14713;5153.39273;36474.51434;68215.9352;5540.482009;44804.07689;1174.836286;16803.73322;18297.33066;21178.18533;19019.18743;2000.224018;50889.00803
9892.539049;3914.916247;12835.05605;9001.119075;9879.090015;82778.78114;5131.989596;36104.04949;68130.43036;5545.761442;44293.30034;1175.812208;16669.63952;18245.13281;20939.34704;18947.31195;1989.537157;51273.66104
9887.225057;3918.009528;12835.05605;8910.30037;9851.820785;82428.9295;5111.536921;35652.86694;67636.89531;5545.761442;44205.88502;1174.878477;16424.38174;18172.06164;20924.12295;18909.27754;1989.537157;51342.59104
9877.980475;3918.009528;12759.15232;8868.472725;9872.757443;82094.66248;5108.399284;35504.38344;67537.63413;5541.864256;44054.82557;1175.068506;16402.80447;18147.53734;20945.38168;18927.48532;1988.196611;51279.39871
9885.93607;3914.228217;12739.14618;8901.768497;9872.757443;82069.69287;5108.399284;35415.76928;67537.63413;5541.864256;43911.71943;1174.134774;16413.93646;18151.94007;20945.38168;18948.45595;1988.196611;51297.65893
9868.459828;3917.889693;12738.57422;8896.728576;9830.477637;81719.73532;5103.875215;35385.05996;67490.73241;5531.406545;43891.9005;1172.22593;16387.12681;18152.35425;20846.96467;18968.03926;1986.263717;51297.65893
9922.738906;3943.652084;12852.28712;8887.736643;9849.872983;81744.70494;5103.875215;35385.05996;68020.49856;5531.406545;43891.9005;1173.270512;16387.12681;18400.20102;20796.54992;18999.3137;1986.263717;51252.47353
10034.01974;3943.156442;12954.35896;8905.520248;9877.730786;81811.26343;5107.250833;35446.80154;68319.67454;5543.735317;44164.34423;1170.215829;16752.25525;18848.52092;21125.49098;19078.32395;2007.053216;51315.66587
10175.58766;3950.755339;13065.93854;9021.00633;9928.944498;82332.00013;5147.31057;35862.71142;68797.52903;5681.957001;44434.23297;1177.347236;16804.39071;18934.83678;21250.15894;19077.87851;2016.446828;52042.15363
10247.55952;3906.335848;13039.86887;8998.712326;9939.562431;82332.00013;5160.4312;36098.39817;69749.72547;5789.329498;44557.12984;1179.938405;16983.50592;18949.86227;21232.99662;19019.77807;2040.874594;52036.23087
10051.96601;3836.033725;12891.93306;8784.903134;9862.097188;81880.62438;5028.259326;36504.34713;68484.33782;5830.535848;44384.93848;1162.788628;17014.29789;18874.34799;21186.96238;18821.64907;2047.874434;52036.23087
9528.854857;3702.382327;12267.18934;8086.503797;9237.305452;77187.88404;4645.553892;36085.23868;66181.86465;5701.59012;41973.07513;1060.490681;16215.83015;18179.62822;21142.72203;18677.98248;1980.161047;50956.67166
9098.674945;3479.383671;11619.61706;7594.541853;8608.341542;72405.75003;4385.644971;34883.78446;62560.83269;5444.289238;39231.67107;1010.710575;15325.01897;17557.49244;20479.27265;18323.72657;1870.807406;47094.78436
8575.443206;2936.381713;11179.55043;7304.191175;8097.485896;68520.74628;4137.704814;32998.05209;60439.72493;5039.926227;35541.48905;959.7894284;14472.56016;16974.06169;19269.3164;17621.33305;1774.48356;44873.22856
7818.352177;2844.08628;9747.183413;6954.877393;7451.466168;61747.02249;3828.017477;29786.17327;53991.33065;4697.414534;32128.38611;906.0563945;12448.3165;16102.92236;17459.07984;16761.86682;1615.780798;42596.21021
7705.788514;2832.193923;9386.008027;6977.296787;7313.448295;60194.3766;3733.976137;28114.68726;52429.95772;4490.706805;30575.07536;898.068758;12019.84268;15983.51392;16671.97056;16461.19227;1564.103224;38070.91059
7483.829263;2851.744278;9134.804128;6892.272141;7211.952941;59152.38588;3678.933377;27042.70006;50276.06494;4383.108981;29400.30704;886.9474333;11696.35248;15950.40857;16350.26581;16248.18249;1520.354851;35760.9201
7552.850617;2872.285511;9119.439086;6898.403579;7184.147795;59053.83939;3682.996115;26664.52712;50389.91163;4347.445854;29350.55124;891.7812691;11654.99753;15931.28687;16272.4626;16227.62001;1515.320825;34716.37385
7608.127737;3119.22275;9160.554173;6911.827431;7198.769106;59174.86261;3690.240624;26664.52712;50389.91163;4347.445854;29421.23491;897.6938436;11658.98554;15935.55276;16272.4626;16232.20777;1515.517823;34426.20492
8367.593026;3651.723695;9655.765116;7348.301984;7560.16022;62150.08426;3894.112192;27332.53371;52975.58284;4527.326057;30451.69721;943.0119644;12119.88695;16162.78532;17024.32852;16599.13691;1584.73;34426.20492
9480.055;3911.910601;10557.36496;8377.378583;8640.029005;71100.69033;4605.852588;29483.78178;58271.42159;5114.512451;33331.33474;1047.561768;13748.14608;17203.11519;19076.34166;18085.23003;1864.663482;36212.04098
10182.04183;3981.671024;12156.05836;8930.029761;9525.594931;78152.71335;5046.766705;32223.48938;65907.99727;5603.087143;38219.18465;1149.37343;15815.97287;18008.22627;20101.13111;18904.61326;2061.344062;42731.08449
10377.60251;3932.14919;13213.38837;9063.175863;9900.926265;82372.37515;5199.412223;34867.51098;70924.10154;5774.204129;42376.18273;1208.24615;17031.88796;18563.82291;20498.63897;19116.52711;2094.866244;46649.29645
10286.19527;3920.418854;13282.6566;9129.46972;9998.168736;83547.24252;5217.408528;37168.77264;71614.20676;5735.801039;43608.46498;1200.959043;17314.17177;18409.00649;20976.96393;18887.14918;2094.354112;50196.27902
10133.34871;3916.935908;13324.04957;9122.124083;9956.923361;83515.26675;5232.163324;37399.22712;71795.45322;5754.070082;44158.2983;1196.720493;17396.51638;18316.24983;21268.00171;19033.69439;2064.580832;50889.00803
9938.862532;3914.227402;13333.37913;9107.539254;9879.090015;83571.38933;5236.567427;36725.32509;71066.68191;5658.745304;43272.661;1196.970744;17406.55254;18172.06164;21186.35754;19015.91439;2006.290226;51494.78062
9884.583454;3918.009528;13333.37913;9098.244222;9821.960063;83571.38933;5228.208847;36104.04949;70674.05237;5591.477357;43184.72227;1204.377948;17399.53762;18163.21968;21181.99994;19002.8752;1989.537157;51279.39871
9712.903933;3918.009528;13292.47463;9084.049092;9815.627492;83518.9735;5224.071009;35700.49561;70371.13293;5574.978827;42871.687;1205.939215;17431.93843;18120.32358;21203.25868;19017.05838;1971.352908;51038.76227
9675.76756;3888.235124;13292.47463;9084.049092;9810.53112;83518.9735;5224.071009;35504.38344;69772.37516;5569.165151;42599.21221;1209.472091;17431.93843;18120.32358;21203.25868;19017.05838;1955.24761;50765.69678
9666.246914;3881.401701;13292.47463;9041.317563;9772.999266;83810.92658;5224.071009;35504.38344;69271.54211;5537.463719;42574.02603;1209.472091;17431.93843;18120.32358;21104.84167;19018.35347;1973.488322;50796.27497
9725.19857;3907.1645;13288.10456;9041.317563;9760.714038;83810.92658;5249.132607;35385.05996;69437.21298;5563.54591;42574.02603;1208.36983;17441.25378;18368.58453;21093.97517;19049.62791;1986.263717;50593.74194
9885.922728;3906.668858;13459.42469;9054.394115;9802.996797;83867.318;5251.042791;35446.80154;69814.60979;5600.082785;42724.91248;1209.999064;17807.51214;18821.30717;21276.2037;19104.23946;2039.454666;50593.74194
10094.95106;3938.686695;13471.29379;9102.315309;9872.34997;83970.91136;5258.212443;35862.71142;70082.62757;5740.362091;43130.46862;1213.262154;17848.38411;18848.52092;21256.38833;19240.54955;2040.874594;51047.8802
10120.82419;3883.207779;13502.78774;9092.683801;9966.353322;84312.81998;5247.853949;36098.39817;70987.20859;5838.033418;43447.4872;1216.373014;17848.38411;18817.20549;21305.91873;19199.6424;2069.704033;51815.11129
10013.22046;3822.370955;13256.25796;8798.961149;9968.488129;82343.79654;5077.455958;36428.13127;71074.2318;5907.237238;44031.52015;1194.677565;17662.23775;18741.86271;21245.10487;19003.08712;2071.350233;52036.23087
9528.854857;3686.472863;12650.43379;8096.457347;9156.014486;76501.85091;4653.119041;36085.23868;68217.81042;5702.946321;41973.07513;1092.947624;16810.22377;18092.67558;21282.21544;18896.1579;1987.148386;51129.93184
9098.674945;3478.228123;12193.17845;7679.25889;8624.257615;73044.39384;4403.119475;34851.04528;65499.00845;5455.316929;39231.67107;1035.858335;16200.3814;17557.49244;20592.27454;18541.90198;1898.706339;47256.99295
8575.443206;2915.005714;11631.66312;7365.192078;8094.964777;69623.16511;4176.816531;32998.05209;62836.50533;5022.231101;35541.48905;984.4973121;15292.17658;16974.06169;19488.42868;17838.58817;1759.228343;45074.44164
7818.352177;2824.214531;9914.651848;7037.194446;7480.330351;62722.50359;3877.932683;29786.17327;57058.95318;4682.45816;32128.38611;940.1676545;12545.14148;16179.27596;17493.21203;16915.9;1615.780798;42820.23273
7705.788514;2815.142159;9633.486708;7065.422784;7325.695137;61172.30579;3810.126019;28156.6031;57413.51138;4475.750431;30580.2785;934.4459182;12052.40502;15983.51392;16611.45911;16680.42926;1568.73617;38295.27405
7516.357712;2851.744278;9436.091923;7003.348857;7220.365203;60546.57449;3759.042368;27044.22053;55633.31393;4383.108981;29400.30704;927.8888747;11817.22724;15950.40857;16244.17834;16600.63215;1520.354851;36183.55231
7537.629076;2905.442183;9471.455633;7004.131411;7252.452758;60448.028;3756.820322;26698.00828;57387.70949;4347.445854;29421.23491;930.6530234;11856.07963;15931.28687;16166.37513;16549.32504;1515.047361;35343.16102
7598.51216;3181.897649;9619.333498;6997.112327;7267.074069;60741.13792;3764.064831;26698.00828;57861.49516;4347.445854;29475.74362;938.0495932;11889.24265;15935.55276;16195.08782;16534.84555;1513.741923;34990.45975
8367.593026;3745.9214;10160.79658;7394.880433;7672.155889;64088.15841;3955.05253;27366.01487;60617.095;4527.326057;30239.61738;987.9548241;12422.32751;16162.78532;17024.90473;16930.76998;1584.20547;34923.2905
9480.055;3966.066037;11286.50573;8397.102561;8893.380091;75882.8162;4640.01548;29483.78178;65222.25126;5114.512451;33709.8195;1096.027159;14538.74171;17203.11519;19272.45515;18417.28498;1864.663482;36475.24576
10190.8246;3988.051195;12698.57813;8959.490791;9692.266362;81746.96972;5052.63673;32207.55229;70648.88372;5589.943075;38462.66737;1181.594571;16534.56851;18008.22627;20326.19785;19251.02211;2046.880171;44487.31892
10526.99877;3926.050263;13375.59826;9107.036796;10125.94908;84393.87144;5216.135722;35116.7186;74207.54332;5774.204129;42763.33494;1221.953557;17477.00864;18563.82291;20647.94269;19529.38777;2094.866244;46834.39728
10408.00762;3933.234222;13282.6566;9153.013106;10168.08125;84707.37253;5223.280992;37164.09012;73292.33368;5844.242021;43959.15089;1215.157012;17508.51817;18398.77967;20770.8053;19172.83601;2086.488147;50196.27902
10339.08889;3929.597611;13217.12916;9091.106063;10185.99828;84595.50213;5239.332976;36756.11899;71387.01718;5879.985406;44158.2983;1191.908735;17389.50145;18335.73098;21008.37435;19234.95516;2056.010633;50889.00803
10334.32908;3926.889105;13083.59578;9041.815511;10181.42847;84361.40686;5228.208847;36104.04949;69208.12019;5809.272138;43272.661;1188.44394;17406.55254;18171.44858;21027.41304;19204.93068;2006.290226;50969.83226
10300.91086;3929.835242;12859.61295;8967.061948;10181.42847;84158.38309;5213.128292;35770.70263;67636.89531;5762.176398;43018.27964;1180.740134;17311.78854;18158.81695;20957.44411;19150.59384;1990.073459;50655.91629
10255.56233;3929.835242;12739.14618;8868.472725;10148.58158;83886.50346;5204.65316;35631.4227;67006.13969;5756.671032;42691.49355;1174.342835;17152.78951;18152.35425;20978.70284;19164.77703;1988.196611;50140.82622
10197.9756;3929.651006;12732.69387;8819.980514;10148.58158;83886.50346;5197.416697;35669.92469;65998.56103;5756.671032;42599.21221;1174.134774;17062.44778;18110.98898;20978.70284;19164.77703;1988.196611;50063.09974
10188.45496;3949.045862;12708.90831;8666.610681;10139.45083;83810.92658;5208.990453;35631.4227;65885.66945;5751.051792;42574.02603;1172.22593;17035.63813;18152.35425;20978.70284;19164.77703;1986.816895;50063.09974
10188.45496;4001.181638;12708.90831;8666.610681;10139.45083;83810.92658;5220.704657;35631.4227;65885.66945;5751.051792;42574.02603;1172.22593;16988.65874;18400.6152;20974.15738;19216.3981;2037.002555;49911.21215
10302.323;4001.181638;12762.18783;8683.147611;10168.89817;83867.318;5258.212443;35831.26781;66280.75498;5811.490275;42750.09867;1169.171247;17189.88695;18852.92366;21068.75291;19345.37916;2068.11888;49911.21215
10465.53379;4014.249718;12837.08221;8813.23476;10213.78226;83970.91136;5260.938979;36205.32721;67103.77754;5930.334454;43535.42593;1170.215829;17230.16636;18861.76562;21133.97477;19372.42886;2088.723362;50441.55236
10435.87375;3946.192251;13039.86887;8956.579779;10232.96304;84396.76352;5265.139238;36443.99724;68173.28773;5988.615977;44291.12682;1187.624064;17671.6294;19072.37434;21133.97477;19433.1391;2108.280868;50515.5771
