"AT"	"Balt"	"BE"	"DE"	"DK"	"Es"	"Fr"	"Nl"	"No"	"Se"	"Uk"
0.11244579	0.10567569	0.09493415	0.08581349	0.07548358	0.06071876	0.069654584	0.072512254	0.08499923	0.10443444	0.110726304
0.10919785	0.086760946	0.071343794	0.067554705	0.06739529	0.07364494	0.081847325	0.10059167	0.14515297	0.1481653	0.14915784
0.15814307	0.15053646	0.14767697	0.15622734	0.18006657	0.21109058	0.24882662	0.23744561	0.33617392	0.29691654	0.425562
0.43298185	0.42133674	0.450375	0.4455753	0.4612112	0.4406782	0.40637147	0.3957027	0.38245875	0.33233175	0.27519706
0.2151341	0.21291046	0.20251419	0.18629569	0.1569292	0.13220464	0.11811667	0.098371446	0.060632933	0.046206217	0.033081558
0.021956543	0.021415252	0.022065569	0.02225191	0.023633884	0.026278475	0.032048773	0.035276122	0.032169126	0.024197245	0.018611355
0.018393282	0.013415198	0.015598591	0.016852548	0.0177425	0.017615972	0.018681346	0.019214036	0.019850653	0.02227797	0.025502127
0.026612893	0.055635184	0.07847585	0.10564935	0.12227515	0.1295549	0.13205475	0.13227323	0.16201374	0.20504276	0.21894889
0.20546299	0.19705783	0.19740471	0.21260765	0.19249077	0.16773972	0.14268278	0.114706114	0.090932734	0.06773972	0.05528578
0.047767706	0.035051756	0.026219334	0.021764917	0.02034121	0.023710461	0.028739754	0.034167208	0.037794877	0.03627553	0.03841642
0.050841097	0.085344635	0.14282385	0.20277862	0.21843798	0.1611845	0.17239057	0.17958124	0.18466641	0.18111706	0.18054794
0.16114697	0.14246364	0.12002722	0.10379526	0.090300165	0.13363639	0.09106289	0.07965757	0.05730585	0.050201584	0.049261693
0.051761467	0.061254907	0.06531	0.06731608	0.065866016	0.06404139	0.06544734	0.06989538	0.11972878	0.20569915	0.26921842
0.2779818	0.26161864	0.24154608	0.22437792	0.18767062	0.14317344	0.1725293	0.20844117	0.23889302	0.28638995	0.29705784
0.2937262	0.2972869	0.29184484	0.3182727	0.35195416	0.37176007	0.38058004	0.37100583	0.37719974	0.3919734	0.37657326
0.3847711	0.3980789	0.40092862	0.37353948	0.35927922	0.36547667	0.36402684	0.30260503	0.2543036	0.27559546	0.32328752
0.3638146	0.39656642	0.43188486	0.42594483	0.35596818	0.37905592	0.40138006	0.4231327	0.44703954	0.45602953	0.43475965
0.35285452	0.34367257	0.36658934	0.39719185	0.35193935	0.28180045	0.25407577	0.26693705	0.27070808	0.2017755	0.19225143
0.20652062	0.25729823	0.30400738	0.32297578	0.3421372	0.3467606	0.30977446	0.32989192	0.34899673	0.3560933	0.37926328
0.3983208	0.40168506	0.38890553	0.36350334	0.32614154	0.3122338	0.2954026	0.28933296	0.26804936	0.26391453	0.24847977
0.22719538	0.16000909	0.17876834	0.20780331	0.25751624	0.2813656	0.2758334	0.24489538	0.18801667	0.21457624	0.23402002
0.23062606	0.18953867	0.14961044	0.11218313	0.0754563	0.057301246	0.034083363	0.02145396	0.014660331	0.01161271	0.013535888
0.016935451	0.018203096	0.018718505	0.01604076	0.0147753535	0.018595072	0.01959374	0.024315622	0.026384518	0.03028532	0.032892894
0.040982362	0.048289474	0.05482475	0.06772819	0.08610346	0.09737332	0.11376154	0.10876562	0.100909725	0.084845155	0.07623015
0.07153135	0.066330686	0.06375292	0.056824796	0.032518808	0.018164806	0.011986317	0.013694923	0.02767114	0.047660224	0.076426595
0.1012057	0.130001	0.2030622	0.26949182	0.30494747	0.33302778	0.36894527	0.38983205	0.36184934	0.34881333	0.33311367
0.2973872	0.2344607	0.18489084	0.16520967	0.17612727	0.19501911	0.17819703	0.190743	0.2478872	0.23721352	0.2494394
0.25181746	0.26775378	0.23647593	0.19550873	0.16768888	0.12779824	0.10835581	0.10145301	0.08769467	0.06128746	0.03608308
0.0407395	0.051027335	0.072319	0.107603684	0.19937725	0.35731053	0.4571427	0.44999096	0.3947868	0.28823143	0.17790306
0.24462472	0.26073438	0.21577065	0.18896872	0.1496382	0.17295665	0.35361996	0.48485386	0.5824295	0.7123549	0.76509285
0.74792814	0.59378475	0.5294219	0.5303031	0.6676723	0.7964814	0.83480126	0.85946304	0.8758021	0.8871614	0.8830894
0.89892715	0.91359633	0.9214887	0.9015773	0.8833515	0.85841054	0.80184436	0.6997734	0.6328578	0.5554868	0.4492775
0.3331588	0.18528987	0.12495499	0.16292572	0.21179691	0.23632862	0.2012539	0.2572198	0.34429047	0.44900128	0.4723758
0.45212603	0.4297085	0.38946152	0.3544084	0.30128795	0.26366448	0.29039225	0.3114468	0.35700148	0.30163988	0.2460628
0.24249747	0.24424809	0.274913	0.36981106	0.47171545	0.3866433	0.2863847	0.24122657	0.22379991	0.24070169	0.24932125
0.1812875	0.13480285	0.2241613	0.21823275	0.14467567	0.10376484	0.12869869	0.21174137	0.3929375	0.48612753	0.47634125
0.44751588	0.43050516	0.4560027	0.48259866	0.47262305	0.48376086	0.4837556	0.50250274	0.41627228	0.3341421	0.26046398
0.21497157	0.18252552	0.1854223	0.21684912	0.25516585	0.2830212	0.3437824	0.38000432	0.49622694	0.4912961	0.41138393
0.3542083	0.28166065	0.14938842	0.09633889	0.080004126	0.07310856	0.08181592	0.0923921	0.07964971	0.058433075	0.034259617
0.043311335	0.080941975	0.15136188	0.24599731	0.34633437	0.41877317	0.45556876	0.481489	0.4095256	0.46913654	0.50310826
0.5083509	0.5082521	0.51422817	0.50672716	0.49674535	0.533427	0.54115516	0.55051434	0.52042925	0.48428732	0.4169058
0.3415879	0.24854594	0.15951124	0.103898466	0.0615362	0.045836095	0.04303514	0.04383036	0.052807298	0.054042626	0.04337136
0.030958088	0.026202735	0.025801184	0.030882157	0.049529694	0.04894043	0.04470267	0.048420157	0.053859446	0.0561295	0.061746724
0.06662773	0.06437142	0.059483074	0.07556827	0.10208814	0.107927956	0.12811884	0.17316388	0.22119755	0.28618822	0.32562518
0.3377475	0.35339668	0.4021329	0.4342957	0.36832702	0.3581689	0.35566035	0.3475252	0.35361183	0.32860547	0.2992731
0.28704602	0.2801438	0.2850936	0.28780362	0.25039285	0.2247754	0.22649409	0.24091198	0.19404536	0.1330228	0.113365375
0.09822862	0.0745479	0.045794304	0.031742055	0.026978793	0.023914363	0.027967405	0.034912802	0.049468607	0.04139443	0.033400685
0.033365667	0.03508936	0.035040565	0.035466466	0.038562883	0.0468896	0.040280167	0.042165525	0.04982249	0.063695215	0.06363107
0.05856946	0.057289034	0.049825564	0.045902677	0.046642236	0.04504828	0.046361655	0.04337117	0.0527478	0.060212646	0.074347354
0.07999602	0.086638734	0.09908047	0.10384684	0.115705736	0.12444129	0.13021624	0.12991041	0.1258599	0.11533477	0.10818242
0.10469525	0.09524943	0.092817254	0.08608931	0.07760841	0.07398703	0.06898304	0.058736436	0.05876811	0.046355546	0.04511813
0.04540827	0.04564517	0.051911198	0.05983442	0.06377517	0.06114252	0.05575441	0.05083566	0.046426877	0.04360525	0.033749536
0.030206574	0.033360053	0.041478865	0.046624817	0.048058417	0.05160884	0.05534954	0.06179054	0.07230339	0.067242436	0.09023076
0.100120015	0.10543599	0.08133803	0.073111005	0.059424452	0.054889165	0.067079835	0.08820046	0.10444032	0.11217262	0.12116464
0.116885886	0.09317463	0.103854135	0.11985956	0.12539138	0.13487586	0.1503306	0.17099713	0.19080158	0.20302838	0.20570298
0.19193949	0.19175549	0.22477467	0.23216708	0.2337358	0.23046377	0.1493215	0.13691875	0.13858616	0.1286656	0.11623536
0.10540322	0.0963891	0.09326443	0.07833993	0.08103294	0.10209316	0.09799894	0.08279135	0.08606506	0.09218609	0.10089726
0.1105766	0.111418486	0.08997238	0.09177202	0.09782771	0.1196509	0.104933344	0.0835315	0.070988946	0.06299572	0.06223572
0.057705704	0.05007235	0.037965387	0.03241668	0.030080764	0.019956648	0.015674548	0.02055852	0.027675686	0.03211193	0.031910226
0.03091182	0.026191372	0.021875154	0.022874957	0.024606237	0.028846325	0.04082692	0.040255655	0.045172464	0.054447018	0.056544248
0.0536439	0.059554763	0.056879036	0.051669903	0.04965577	0.0518699	0.06202499	0.07000908	0.07034345	0.07209935	0.06455642
0.07017022	0.08071383	0.09009754	0.09012582	0.085919954	0.08117333	0.067474216	0.067318045	0.07687412	0.078445286	0.07733901
0.067272015	0.059812434	0.05210786	0.055345513	0.06170429	0.06936879	0.07356968	0.07016954	0.06821978	0.061028313	0.045844898
0.043951448	0.04314691	0.052051887	0.06726713	0.06385856	0.056700706	0.049225505	0.037858196	0.03422122	0.03541738	0.03106309
0.027610328	0.022749214	0.02247612	0.026049882	0.03173112	0.041467134	0.0529643	0.05498228	0.047344778	0.04351855	0.041155186
0.040803507	0.051736817	0.060228396	0.047265083	0.0364554	0.03153177	0.027392445	0.02519638	0.024598936	0.02638451	0.027726421
0.029733468	0.040747143	0.032918103	0.02809783	0.024690531	0.02523536	0.023104891	0.026082296	0.028149383	0.030349849	0.026851248
0.021382308	0.019890545	0.019060725	0.023879355	0.025122844	0.032242216	0.037109025	0.040155247	0.039405365	0.037304047	0.041650232
0.054609336	0.056936763	0.05996847	0.056038238	0.051829055	0.05107132	0.055897605	0.060778312	0.06415827	0.0658082	0.060549814
0.06140889	0.06403457	0.06888141	0.061136615	0.054814395	0.054423768	0.0497512	0.05564375	0.056583084	0.051015496	0.05167224
0.057214398	0.05726624	0.045446116	0.027992079	0.027171819	0.030049853	0.041276846	0.04514861	0.04899871	0.049215004	0.051860526
0.060233444	0.049064636	0.044784095	0.054042377	0.06419083	0.062120434	0.048972376	0.052555174	0.05360131	0.045451615	0.033189982
0.035739575	0.06240399	0.0888413	0.07681373	0.049540795	0.029823191	0.028533768	0.02945398	0.043966264	0.05890538	0.071957216
0.09360214	0.10964078	0.12552118	0.14532878	0.16122292	0.1774183	0.19845036	0.19643639	0.17569734	0.17705633	0.1698962
0.15746182	0.14856614	0.12355277	0.105862126	0.092282	0.1005617	0.105561264	0.08869265	0.06631467	0.08678829	0.10580199
0.09657897	0.088191316	0.09166084	0.09205501	0.09648136	0.09653222	0.10458859	0.11647939	0.12928693	0.13914503	0.10712442
0.1158009	0.12363573	0.13471754	0.1481405	0.16074732	0.17374562	0.18898733	0.21797855	0.2441613	0.23918971	0.25741574
0.22656338	0.22225447	0.27605167	0.25939712	0.2448242	0.22870734	0.22144026	0.20936826	0.20660394	0.18768586	0.16840732
0.14171927	0.1074285	0.08805548	0.07480393	0.05719205	0.04667366	0.030143779	0.021034852	0.016671762	0.012955216	0.011755218
0.012055738	0.0120796	0.019441113	0.022031508	0.020351693	0.022205703	0.02396422	0.024218572	0.02424967	0.023157066	0.021819418
0.02342903	0.028636929	0.033877544	0.037998743	0.045372795	0.05178685	0.05904162	0.061740544	0.06928125	0.0822692	0.09303021
0.084950596	0.07100343	0.06545255	0.06634896	0.06911777	0.076623365	0.087682515	0.092478715	0.072133586	0.06648072	0.06618311
0.07293644	0.08489761	0.11706465	0.16138738	0.2146938	0.26888394	0.30718434	0.29832506	0.24536778	0.19877832	0.15141934
0.14015198	0.17281117	0.22238404	0.24247795	0.21106924	0.1895055	0.26661757	0.5171752	0.4481384	0.33468932	0.32714698
0.3661024	0.4382152	0.44779357	0.42074537	0.3967932	0.3847702	0.3565067	0.29363406	0.27846706	0.23839307	0.16430631
0.114300534	0.09177146	0.052798558	0.0366183	0.039388478	0.06661142	0.10428583	0.09183983	0.09376798	0.113687515	0.15313673
0.19197167	0.18628876	0.19273256	0.22339611	0.23949747	0.22174971	0.2209209	0.2184941	0.22319482	0.2595887	0.23075682
0.2074381	0.18065006	0.16102247	0.13919397	0.120209284	0.11488338	0.113937944	0.11848984	0.13464785	0.14083643	0.078881994
0.07001233	0.06686549	0.064981446	0.10228872	0.15378505	0.15538344	0.14678389	0.2211125	0.41267055	0.5962266	0.7158334
0.6293975	0.54204696	0.46281222	0.4013621	0.3404405	0.3184621	0.28647023	0.24627781	0.2562303	0.22828606	0.17803586
0.16098805	0.2477559	0.25818962	0.18464185	0.18369345	0.21467094	0.27638468	0.32968447	0.38448167	0.39294505	0.38866773
0.38490403	0.40211585	0.45197263	0.4949381	0.571102	0.58664083	0.59633225	0.5797577	0.53130144	0.5210589	0.581641
0.6543427	0.7216056	0.78410244	0.7954824	0.8498753	0.8361008	0.7959674	0.7266943	0.6487364	0.56834733	0.47187248
0.45568308	0.4324153	0.3934696	0.3580043	0.30705193	0.2593355	0.24831235	0.2313951	0.19095519	0.17212917	0.1972634
0.22488777	0.24205446	0.24150877	0.246968	0.25137016	0.31919694	0.5036738	0.5643697	0.549043	0.72229505	0.7671674
0.80751806	0.81490296	0.838967	0.8376805	0.8112856	0.7730226	0.71109897	0.75938827	0.7609686	0.75413334	0.7638458
0.7759846	0.7761218	0.7897867	0.7968581	0.75783277	0.6937415	0.6992924	0.6864585	0.6531724	0.5885203	0.45023504
0.27840096	0.1906443	0.13600805	0.13311562	0.13759418	0.13321117	0.14117	0.14097299	0.112805575	0.12055462	0.15455402
0.21693276	0.3798419	0.621439	0.7621989	0.7741632	0.7681575	0.742364	0.71946645	0.68434185	0.6380245	0.68465066
0.72459745	0.6179253	0.593372	0.5629121	0.5548663	0.5623482	0.5937738	0.62156564	0.6419704	0.6610514	0.69220734
0.6903636	0.6561177	0.6338741	0.6118672	0.6059752	0.6138989	0.6403534	0.65090877	0.66990584	0.7026893	0.7044844
0.5969295	0.67713875	0.6755156	0.7551053	0.7696224	0.77553046	0.7743813	0.78764087	0.8089046	0.82905924	0.82957464
0.8242393	0.7902946	0.7882363	0.77592	0.768985	0.76700366	0.78417057	0.79620904	0.79504466	0.7852695	0.7583867
0.69762504	0.66724247	0.5710163	0.55287427	0.46445137	0.38033506	0.3270468	0.26520357	0.23088475	0.1949266	0.16988762
0.14575014	0.11324994	0.08290853	0.06556543	0.044048756	0.030073017	0.02178184	0.018902987	0.020205276	0.022904683	0.027559575
0.03639993	0.04631052	0.057781514	0.0480497	0.053134736	0.062246155	0.060021523	0.05991321	0.05184052	0.052373927	0.060711693
0.08230772	0.119630404	0.15230848	0.17729776	0.18959449	0.1777546	0.1626675	0.16028468	0.16278936	0.19903582	0.2251324
0.269448	0.33248806	0.39924753	0.4054099	0.44362506	0.45494503	0.43222684	0.39763272	0.37194374	0.3439678	0.5034418
0.54171497	0.5500877	0.5760598	0.6029174	0.6404897	0.6848263	0.7336675	0.78161407	0.80363554	0.8108687	0.81012547
0.8007844	0.791214	0.7857752	0.7883603	0.788912	0.77489436	0.7503335	0.6693372	0.6814712	0.68668675	0.7438122
0.7447866	0.80171454	0.7952734	0.8019286	0.80178916	0.8083998	0.81853205	0.83138764	0.833141	0.809568	0.8130641
0.53373736	0.5426192	0.5784276	0.6123145	0.62019724	0.6358277	0.619608	0.5903604	0.49038577	0.5409179	0.5883253
0.55181825	0.4935932	0.43926427	0.35109267	0.34159327	0.3628416	0.35397714	0.35182473	0.32104653	0.3109813	0.29859
0.29533038	0.24820897	0.19727357	0.15897946	0.12661801	0.10015774	0.07389939	0.07179834	0.07719221	0.08647739	0.07813512
0.04800848	0.04035422	0.035018608	0.040332675	0.044452116	0.07326384	0.11003894	0.118078254	0.11011891	0.1093463	0.11010863
0.1231135	0.14464316	0.17646386	0.22256109	0.2934321	0.33142787	0.36319456	0.4256131	0.48395693	0.5295923	0.59897095
0.657034	0.6867198	0.6247869	0.7272899	0.7337014	0.7267966	0.731235	0.6524947	0.62037283	0.6512195	0.6622362
0.675781	0.65999556	0.63321	0.5708998	0.49912137	0.5101032	0.5332788	0.51665664	0.4591962	0.39889905	0.39095852
0.40394083	0.42012993	0.40918973	0.4387696	0.5035814	0.5828985	0.66488814	0.75282353	0.81071573	0.8276345	0.8111135
0.7898944	0.77591836	0.7475126	0.7212537	0.6915866	0.6536518	0.6073277	0.5087817	0.42011616	0.32377273	0.23459785
0.1718681	0.1492425	0.154076	0.12193756	0.08963487	0.08039229	0.070268005	0.057773713	0.04642542	0.044664502	0.043372035
0.061311767	0.07000087	0.0861359	0.105266444	0.1138305	0.12104409	0.1365641	0.13994922	0.16380887	0.1476683	0.14254789
0.1303207	0.11353138	0.109069854	0.08923689	0.07319388	0.053881086	0.038522836	0.026550572	0.021591313	0.022210496	0.018580403
0.01259944	0.010698463	0.011455672	0.014633156	0.0151367625	0.017022222	0.018226976	0.022704322	0.03053024	0.039918665	0.053092536
0.051590968	0.04808491	0.036973935	0.03027587	0.024929786	0.023893755	0.02629595	0.029036455	0.034087755	0.04051359	0.044011295
0.03039129	0.043522354	0.064879045	0.09592245	0.10640483	0.11967658	0.1393428	0.14907433	0.20089282	0.24833907	0.27656177
0.27732256	0.2945338	0.32893404	0.33004463	0.33689123	0.32147044	0.29157904	0.25631008	0.23684403	0.25652158	0.2657487
0.20113014	0.13637485	0.28304285	0.24560054	0.24524036	0.23902954	0.2906528	0.31456393	0.35311696	0.38399413	0.40080306
0.4357228	0.497556	0.5893761	0.70093125	0.74128294	0.7742952	0.78496546	0.778602	0.7563362	0.69480366	0.61072874
0.51904804	0.43967167	0.37704876	0.26557896	0.32010266	0.34681544	0.3238803	0.21161643	0.20585766	0.17106019	0.15432763
0.12641345	0.10660996	0.09474583	0.086507455	0.07794435	0.0901028	0.07239569	0.06415033	0.06624507	0.060332533	0.050739426
0.039504465	0.03263196	0.03507779	0.03677839	0.04006932	0.040456407	0.037206214	0.04250957	0.046461478	0.05347758	0.08133153
0.11693833	0.112586506	0.084728874	0.06992599	0.053640228	0.039172836	0.037893232	0.048880614	0.049747005	0.052897263	0.069619164
0.07606248	0.08851823	0.091962956	0.089094475	0.08211648	0.06987081	0.06544532	0.05399085	0.040383313	0.035792083	0.040313732
0.06784318	0.09443703	0.16954784	0.28656796	0.33904132	0.35093802	0.36071402	0.3761425	0.35439336	0.3401713	0.3236396
0.31114224	0.27575403	0.24381173	0.20578451	0.16232173	0.13599476	0.11014476	0.08476906	0.061729047	0.03640074	0.025873715
0.018827092	0.02075801	0.025714604	0.031348802	0.04075179	0.06530245	0.09653563	0.1336008	0.17022023	0.19059928	0.16720092
0.21171746	0.22771718	0.2248139	0.22429469	0.22288696	0.2099822	0.19128749	0.17063974	0.14816314	0.13019654	0.13316034
0.11845075	0.08691492	0.09056485	0.08843673	0.09429944	0.15951952	0.2643355	0.31133863	0.34759337	0.35744357	0.36785433
0.32602257	0.2375634	0.108482055	0.070992485	0.07683244	0.088236675	0.094239086	0.10987122	0.11570577	0.16051169	0.23134226
0.31412756	0.35407692	0.3965058	0.44434515	0.46558034	0.50781286	0.48045218	0.563995	0.5682343	0.606267	0.61903274
0.63874644	0.6265404	0.617606	0.62135684	0.50916487	0.5750738	0.5846429	0.5985215	0.6278413	0.6581144	0.68019515
0.7070781	0.70852447	0.69272476	0.6993403	0.63548243	0.7851746	0.7892253	0.7529808	0.6356901	0.57641804	0.56519
0.5508988	0.54788244	0.52441365	0.5543515	0.6080147	0.6396931	0.6496815	0.6295111	0.6096633	0.58711946	0.56352425
0.54907006	0.53225	0.5044152	0.4611885	0.39729875	0.3411456	0.29652908	0.45036936	0.33696538	0.30144897	0.32786196
0.18910117	0.14749403	0.13097328	0.14409213	0.17171533	0.19379827	0.23660673	0.25429615	0.2129948	0.15313984	0.120550185
0.09272844	0.084272094	0.09942201	0.13205592	0.16279717	0.18562818	0.23300678	0.26514468	0.29137284	0.33394027	0.37021706
0.39682662	0.5504435	0.56985974	0.581733	0.59068143	0.604797	0.61950725	0.62993574	0.631313	0.62479	0.6560829
0.63477445	0.62447405	0.62878096	0.6272559	0.6254884	0.6191976	0.62903774	0.6237126	0.6152489	0.59921694	0.59802324
0.56531304	0.49573547	0.45214373	0.44697177	0.4741505	0.4793724	0.45310044	0.39915368	0.2985926	0.21718213	0.18131416
0.14502546	0.12139515	0.09602709	0.06084885	0.035918593	0.022375062	0.020413775	0.019354364	0.022491008	0.025317445	0.025037888
0.028058458	0.026611883	0.021804968	0.019929659	0.024070436	0.030661037	0.041003093	0.048171975	0.051074978	0.05630271	0.07025913
0.08311286	0.10607547	0.12595987	0.13733907	0.13941741	0.15618919	0.17364487	0.1996307	0.243304	0.2600133	0.2636311
0.25459352	0.25700194	0.28833297	0.34311515	0.37982398	0.476699	0.57182914	0.65521944	0.6975889	0.69741815	0.7026989
0.71431166	0.71494776	0.7188581	0.7257723	0.71857935	0.6725566	0.62026525	0.5589371	0.4871438	0.4455104	0.429132
0.41804183	0.40939543	0.40868235	0.41191173	0.38723248	0.41391036	0.37633258	0.34050906	0.31564924	0.2750581	0.22106284
0.23827012	0.24972068	0.24310511	0.21890529	0.17980747	0.14654478	0.113797195	0.09791987	0.07200211	0.050967116	0.04090359
0.036251374	0.030848743	0.027264442	0.025415115	0.024382768	0.022006933	0.018743204	0.02135478	0.027614797	0.031821594	0.033836517
0.033323314	0.03665068	0.04536282	0.05193124	0.049282867	0.03818535	0.042211443	0.03299528	0.024519335	0.021740632	0.019399025
0.019488988	0.021242805	0.024182364	0.02520678	0.02492453	0.024254484	0.022010745	0.022012714	0.02131008	0.017418286	0.015260092
0.011493318	0.012630297	0.011785506	0.013334298	0.015282822	0.02118653	0.026153382	0.0359561	0.045831237	0.054916214	0.06033862
0.07057095	0.083113156	0.11347442	0.14059646	0.14285757	0.15451886	0.18012768	0.20710182	0.21769968	0.23126024	0.26712736
0.22523135	0.2812172	0.29271957	0.28677765	0.2638648	0.34296525	0.4090955	0.44221297	0.4946907	0.5145171	0.50849885
0.4865827	0.4322299	0.3365094	0.26161963	0.21368457	0.173519	0.10815919	0.0608778	0.037969965	0.027100462	0.027656583
0.02666607	0.018203475	0.012752801	0.018254306	0.018036563	0.015439677	0.015290562	0.017949445	0.023784675	0.028927606	0.03822108
0.05317017	0.07000055	0.08763731	0.10028427	0.13520306	0.12392441	0.099004015	0.076710075	0.058037795	0.043263234	0.03656046
0.034313947	0.03385168	0.036063634	0.03497658	0.024388457	0.01178452	0.008191872	0.010286225	0.01350644	0.019781759	0.022252724
0.02547373	0.02832009	0.031868644	0.035869524	0.040583376	0.04426529	0.040325627	0.03508509	0.034442663	0.040101506	0.052115947
0.06546411	0.066365235	0.06437212	0.058290157	0.059306983	0.057681106	0.05478276	0.050762285	0.043969475	0.044833265	0.05038159
0.061059754	0.07793728	0.10966542	0.14822546	0.18301237	0.19073509	0.19010557	0.18430927	0.14909908	0.14962234	0.18153638
0.18974863	0.19373874	0.18332115	0.19669448	0.22167656	0.23285371	0.23599572	0.21737759	0.18386127	0.14202894	0.13235311
0.11557056	0.124774314	0.13059792	0.12425534	0.13911587	0.16392662	0.17168513	0.16434193	0.1571354	0.15250276	0.08926158
0.08226521	0.073996946	0.0685468	0.065833114	0.06515225	0.07012625	0.07665644	0.08750413	0.10321881	0.11647408	0.11324182
0.07710305	0.07644685	0.10942948	0.16258658	0.18521793	0.22887605	0.26348603	0.32790342	0.38367313	0.3905329	0.39327484
0.43297836	0.40319318	0.40658993	0.41187888	0.38113502	0.30800226	0.29325798	0.22205816	0.1395865	0.07857846	0.056433436
0.049915824	0.041523222	0.0298127	0.01935768	0.011468993	0.0135120265	0.014108422	0.015854055	0.01667042	0.019843608	0.02732502
0.038539685	0.04577279	0.051860843	0.061235353	0.060476467	0.0888173	0.1131879885	0.14568743	0.15752532	0.163191435	0.183980265
0.221987605	0.27180993	0.32366354	0.36921263	0.45850506	0.5085364	0.52123322	0.49448912	0.45565507	0.396160025	0.350302975
0.30019565	0.26344754	0.2407518	0.210326897	0.206529765	0.27218604	0.279950215	0.26622828	0.22879587	0.20818393	0.17476012
0.149077905	0.128534585	0.1184486275	0.12399771	0.131505885	0.12404015	0.09211799	0.0782460275	0.0836182975	0.079961055	0.08421421
0.098889842	0.119061935	0.1197454	0.102196442	0.0719903535	0.042558819	0.0256857245	0.040077715	0.0330889025	0.028439089	0.024396727
0.0221419725	0.0269276875	0.044348046	0.067924942	0.08889452	0.114178375	0.148730745	0.174419698	0.226268265	0.261929385	0.289001565
0.320676125	0.35646364	0.38516507	0.384437385	0.361299765	0.317543385	0.2872579	0.278120165	0.26177378	0.25173094	0.22479496
0.19452811	0.162438265	0.129176525	0.10473487	0.0841002205	0.071577662	0.0608092825	0.05518735	0.05416349	0.0546899885	0.065984603
0.06595654	0.07810524	0.092247605	0.12356679	0.155104495	0.18362976	0.226770095	0.27202817	0.32531099	0.336512265	0.3113952
0.335202605	0.302789255	0.281193125	0.25197162	0.23411281	0.2152919	0.21188806	0.206572965	0.20099792	0.186562545	0.16554385
0.15035031	0.16793884	0.15603184	0.133221115	0.120527015	0.098936523	0.0744568165	0.048623768	0.0286399815	0.01750683201	0.0139822782
0.015487586	0.019063319	0.031093049	0.049777959	0.083678205	0.12485085	0.187242155	0.22716715	0.232818885	0.218976395	0.207040185
0.20268503	0.183306	0.14167339	0.088528202	0.053976511	0.0340338435	0.0247636205	0.01432098575	0.013195101	0.0221740385	0.0338319515
0.0569660865	0.109479323	0.162621403	0.206881635	0.28660027	0.3389942	0.42636202	0.523630375	0.58976597	0.61790183	0.637425585
0.64019988	0.62319198	0.58662687	0.53724421	0.482657685	0.4721603	0.40578105	0.349435465	0.30526767	0.25457316	0.22849147
0.215752015	0.203448885	0.20096099	0.200267055	0.187175735	0.167601935	0.147582745	0.148478365	0.152163205	0.155926475	0.185345925
0.222876775	0.27195856	0.30053068	0.337560325	0.38829781	0.431423185	0.466561345	0.511705785	0.5561356	0.5618355	0.540679125
0.53200183	0.51472455	0.50116174	0.46480561	0.42293164	0.39009	0.366407245	0.333903315	0.322204665	0.30342505	0.2825418725
0.261104	0.2222633885	0.18517183	0.148692905	0.1258989325	0.122539329	0.1224410295	0.127898845	0.1207567565	0.092646987	0.055535103
0.0356681595	0.029344216	0.0312634325	0.03693699	0.040567952	0.040662704	0.043399426	0.043659566	0.042103285	0.0353231005	0.0211996735
0.0169434485	0.0127640005	0.0080113025	0.0068394053	0.0085607818	0.00998652305	0.014643953	0.0144686525	0.0140577935	0.01416165575	0.015322135
0.0198659305	0.019068176	0.02221939425	0.0293749545	0.0361872535	0.0378064755	0.033930632	0.026418975	0.0188175485	0.0155420345	0.0134703595
0.0106558128	0.014343044	0.014265278	0.01612467	0.01665321815	0.016075108	0.0188264365	0.0208792335	0.0222669775	0.023591711	0.024945609
0.028930182	0.032927727	0.046796576	0.0584726975	0.0735006635	0.095543805	0.118590593	0.140761365	0.148700332	0.15522463	0.1654460825
0.17236016	0.1685354	0.174533965	0.18295087	0.18669359	0.206890965	0.21335107	0.204206265	0.192070395	0.17331084	0.17658913
0.184353605	0.21447602	0.2666657	0.288379755	0.32796073	0.332434685	0.333336885	0.36435302	0.37773754	0.43410935	0.49678721
0.55317145	0.63744725	0.70361702	0.741255875	0.7516654	0.789359	0.80555605	0.80956378	0.820319825	0.841985775	0.85441435
0.8536005	0.8394884	0.8173636	0.79724043	0.77470395	0.75884292	0.690912995	0.6412441	0.6225779	0.6467727	0.656084525
0.659137775	0.6867942	0.74554138	0.79657073	0.838571715	0.86573545	0.87566205	0.875289585	0.877163875	0.8778151	0.88131862
0.885022	0.89090232	0.888529565	0.8695648	0.83614255	0.78717522	0.71636209	0.635417	0.58881399	0.506802	0.392430715
0.30061031	0.238718475	0.166394288	0.10692483	0.0697447	0.0607600785	0.0848996185	0.16119566	0.254532935	0.268810125	0.28558345
0.319710375	0.35231075	0.420945035	0.48800532	0.53614615	0.542334915	0.572400125	0.5968383	0.64132703	0.69328103	0.7178147
0.723395875	0.72914243	0.732057785	0.7503466	0.74259153	0.72107133	0.6872796	0.63872315	0.5859281	0.536078165	0.5036726
0.431707605	0.3859037	0.375298725	0.37073141	0.349479865	0.370744985	0.407949645	0.38056485	0.323001845	0.249081575	0.19107319
0.141403935	0.12603145	0.09614629	0.08614847	0.082285995	0.088843945	0.0948689135	0.0821484515	0.0614419475	0.045291003	0.038078428
